General Information,Business,Industry,Employees,Founded,Contact Information,Address,Phone Number,Web Address,View Prospectus,Financial Information,Market Cap,Revenues,Net Income,IPO Profile,Symbol,Exchange,Shares (millions),Price range,Est. $ Volume,Manager / Joint Managers,CO-Managers,Expected To Trade,Status,Quiet Period Expiration Date,Lock-Up Period Expiration Date,SCOOP Rating,Rating Change
General Information,"We are a pharmaceutical company based in Jiangxi, China, specializing in the manufacturing, marketing, sales and distribution of traditional Chinese medicine derivatives (“TCMD”) products targeting the elderly with the goal of addressing their physical conditions in the aging process and to promote their general well-being. We have registered and obtained approval for 26 varieties of TCMD products from the National Medical Products Administration (the “NMPA”), and we currently produce 13 varieties of TCMD products, which are sold in approximately 249 cities of 30 provinces in China as of the date of this prospectus. In addition, through our wholly-owned subsidiary Jiangxi Universe Pharmaceuticals Commercial Trade Co., Ltd. (“Universe Trade”), we sell not only our TCMD products, but also biomedical drugs, medical instruments, Traditional Chinese Medicine Pieces (“TCMPs”), and dietary supplements manufactured by third-party pharmaceutical companies.",Pharmaceuticals,176,2019,Contact Information,"265 Jingjiu Avenue Jingji Jishu Kaifa District, Jinggangshan, Ji’an Jiangxi, China",+86-0796-8404999,http://www.dzrzy.com,Universe Pharmaceuticals INC,Financial Information,$126mil,$31.5 mil (last 12 months),$8.6 mil (last 12 months),IPO Profile,UPC,NASDAQ,5.0,$5.00 - $7.00,$30.0 mil,Univest Securities,,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to focus on decarbonization, sustainable mining, renewable energy, real estate and property management, blockchain, commodity trade sectors and the technologies with applications in those sectors. We will not undertake our initial business combination with any entity with its principal business operations in China (including Hong Kong). (Incorporated in Delaware) James Boettcher has served as Chairman and Director since February 2021. He is currently a co-founder and Managing Director of Anthropocene Ventures, a seed stage fund based in San Francisco whose mission is to make deep-tech investments in technologies that will fight climate change and increase the resiliency of both the planet and mankind. Mr. Boettcher has over 25 years of venture capital experience, having founded Focus Ventures in 1996. While at Focus Ventures, he has led successful investments in many companies and helped guide them through acquisition by larger entities. Jeffrey Premer has served as our Chief Executive Officer and a member of our Board of Directors since February 2021. Mr. Premer is the Chief Executive Officer and a Director of Vaultex, a regulated security token and asset exchange based in Singapore, a position he has held since June, 2018. Mr. Premer founded ICM and has been serving as its Manager since January 2018. ICM is a Singapore-based private advisory firm and business development company. In addition to his roles at Vaultex and ICM, Mr. Premer co-founded Baryon, Inc. (“Baryon”) in May 2015 and served as its President through November 2017. Baryon was a Delaware-based technology company startup with a focus on commercialization of disruptive energy efficiency technologies such as applications that leverage thermodynamic energy savings realized through the Maisotsenko Cycle. At Baryon, Mr. Premer led the signing of a 500MW build operate and transfer wind project in Myanmar, and other smaller solar and wind renewable energy projects throughout Southeast Asia.",BLANK CHECK,0,2021,Contact Information,"1980 Festival Plaza Drive Summerlin South #300 Las Vegas, Nevada 89135",(702) 903-4265,,UNSDG Acquisition Corp.,Financial Information,$130.75mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,UNSDU,NASDAQ,10.0,$10.00 - $10.00,$100.0 mil,EF Hutton,-,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a leading online brokerage firm focusing on global Chinese investors. We are the largest online broker focusing on global Chinese investors in terms of U.S. securities trading volume, with a market share of approximately 58.4% in 2017, according to the iResearch Report. Our proprietary trading platform enables investors to trade in equities and other financial instruments on multiple exchanges of stocks and other derivatives around the world. Our continuous focus on offering innovative products and services and a superior user experience has enabled us to become one of the most utilized and well-recognized online trading platforms for Chinese investors around the world.","SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",446,2014,Contact Information,"18/F, Grandyvic Building, No. 1 Building, No. 16 Taiyanggong Middle Road, Chaoyang District, Beijing, 100020 PRC",+86-10-56216660.,http://www.itiger.com,UP Fintech Holding Limited,Financial Information,$1062.3mil,$33.6 mil (last 12 months),$-43.2 mil (last 12 months),IPO Profile,TIGR,NASDAQ,13.0,$8.00 - $8.00,$104.0 mil,Citigroup/ Deutsche Bank Securities,AMTD/ China Merchants Securities (HK)/ Tiger Brokers,3/20/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"Our mission is to enable effortless credit based on true risk. We are a leading, cloud-based artificial intelligence lending platform. Artificial intelligence, or AI, lending enables a superior loan product with improved economics that can be shared between consumers and lenders. Our platform aggregates consumer demand for high-quality loans and connects it to our network of Upstart AI-enabled bank partners. Consumers on our platform benefit from higher approval rates, lower interest rates, and a highly automated, efficient, all-digital experience. Our bank partners benefit from access to new customers, lower fraud and loss rates, and increased automation throughout the lending process. Since inception, our bank partners have originated over 620,000 personal loans that have generated more than 9 million repayment events. In the nine months ended Sept. 30, 2020, approximately 70% of Upstart-powered loans were entirely automated. (Note: Revenue and net loss figures are for the last 12 months for the period ended Sept. 30, 2020, based on financial data in the prospectus.) Upstart was founded in 2012 by Dave Girouard, who previously was president of Google Enterprise, where he helped build Google’s cloud applications business wordlwide; Anna M. Counselman, who previously was the head of Google’s premium services and customer programs, and Paul Gu, who previously worked in risk analysis at the D.E. Shaw Group, a hedge fund. Mr. Gu’s background is in quantitative finance. He built his first algorithmic trading strategies on the Interactive Brokers API at the age of 20. (Note: Upstart Holdings said its IPO was priced at $20 – the low end of its $20-to-$22 range – on 12 million shares, the same number of shares cited in the prospectus.)",Finance Services - Lending,429,2012,Contact Information,"2950 S. Delaware Street, Suite 300 San Mateo, California 94403",(650) 204-1000,http://www.Upstart.com/,Upstart Holdings,Financial Information,$1521.66mil,$209.3 mil (last 12 months),$-1.1 mil (last 12 months),IPO Profile,UPST,NASDAQ,12.0,$20.00 - $20.00,$240.0 mil,Goldman Sachs/ BofA Securities/ Citigroup,Jefferies/ Barclays/ JMP Securities/ Blaylock Van,12/16/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"(Note: This is not a traditional IPO. This is an uplift or an uplisting to the NASDAQ from the OTCQX market.) urban-gro, Inc. is a leading engineering and design services company focused on the sustainable commercial indoor horticulture market. We engineer and design indoor controlled environment agriculture (“CEA”) facilities and then integrate complex environmental equipment systems into those facilities. We are focusing on expanding to the vertical farming CEA sub-segment, which is predominantly used for the cultivation of a variety of crops including, but not limited to, leafy greens, herbs, cucumbers, peppers and strawberries. As the global horticulture market has become more focused on the safety of the food supply chain, reducing emissions with current transportation methods associated with these crops, and, growing local, we are confident that the vertical farming CEA sub-segment will represent a significant and increasing share of our revenue and be a significant factor in our organic growth moving forward. (Note: urgan-gro priced its NASDAQ “uplift” offering on Feb. 11, 2021, at 5.4 million shares, up from 3.46 million shares, at $10 each (below the $13 proposed price) to raise $54 million – about 20 percent more than its estimated proceeds of $45 million. The deal’s terms were increased several times: $20 million in the initial filing, then $25 million and $45 million before the pricing.)",Wholesale Machinery & Equipment & Supplies,35,2014,Contact Information,"1751 Panorama Point, Unit G Lafayette, CO 80026",(720) 390-3880,http://www.urban-gro.com,"urban-gro, Inc.",Financial Information,$94.5mil,$23.8 mil (last 12 months),$-6.6 mil (last 12 months),IPO Profile,UGRO,NASDAQ,5.4,$10.00 - $10.00,$54.0 mil,ThinkEquity (a division of Fordham Financial Management),-,2/12/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are one of the leading and fastest-growing distributors of specialty building materials in the United States. We believe our differentiated operating model, technology capabilities and broad offering of specialty products enable us to distinguish ourselves from both local and national competitors within our industry. We serve as a critical link in the building materials supply chain, supplying more than 60,000 SKUs for custom homebuilders and specialty contractors. Our comprehensive portfolio of building materials includes specialty products such as windows, doors, millwork, roofing, siding, cabinetry and wallboard, as well as wood products, with specialty products comprising approximately 74% of the overall mix in 2017.",LUMBER & OTHER CONSTRUCTION MATERIALS,8800,2009,Contact Information,"1000 Corporate Grove Drive, Buffalo Grove, IL 60089, US",(847) 353-7800,http://www.uslbm.com,US LBM Holdings,Financial Information,,$3426.6 mil (last 12 months),$48.2 mil (last 12 months),IPO Profile,LBM,NYSE,0.0,$0.00 - $0.00,$100.0 mil,Barclays/ Credit Suisse/ RBC Capital Markets/ Citigroup/ SunTrust Robinson Humphrey/ Wells Fargo Securities,Baird/ Stephens/ William Blair,,Withdrawn,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We have pioneered a video-first, enterprise-grade software-as-a-service (SaaS) platform that enables organizations to see and hear the experiences of real people as they engage with products, designs, apps, processes, concepts, or brands. Our platform captures authentic, credible, and highly contextualized customer perspectives from targeted audiences who have opted in to share their thoughts, whether for digital, real-world, or omnichannel experiences. Using machine learning, our platform analyzes these perspectives and surfaces key moments of insight rapidly and at scale. This helps organizations to free up time and resources and make better customer experience decisions faster using the power of video to drive alignment and action. (Note: UserTesting, Inc. cut its IPO at pricing on Nov. 16, 2021, to 10 million shares, down from 14.17 million in the prospectus, and priced the IPO at $14 – $1 below its $15-to-$17 range – to raise $140 million. That’s sharply below the estimated IPO proceeds of $226.72 million, based on mid-point pricing at $16 and the 14.17 million shares in the prospectus.)",SERVICES - PREPACKAGED SOFTWARE,705,2007,Contact Information,"144 Townsend Street San Francisco, California 94107",(650) 567-5616,http://www.usertesting.com/,"USERTESTING, INC.",Financial Information,$2271.04mil,$134.3 mil (last 12 months),$-41.7 mil (last 12 months),IPO Profile,USER,NYSE,10.0,$14.00 - $14.00,$140.0 mil,Morgan Stanley/ J.P. Morgan,Piper Sandler/ Truist Securities/ William Blair/ Canaccord Genuity/ Needham & Co./ Oppenheimer & Co./ Raymond James/ Baird/ Loop Capital Markets/ Academy Securities,11/17/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"(Note: Danny Meyer of Shake Shack is leading this SPAC.) We intend to focus our search for business combination targets on culture-driven businesses across a range of industries, including, but not limited to, technology, e-commerce, food and beverage, health and retail and consumer goods, although we may pursue an acquisition in any business industry or sector. Our sponsor is affiliated with Union Square Hospitality Group, LLC (“USHG”), an organization founded in 1985 by our chairman, Danny Meyer. USHG was founded with the opening of Union Square Cafe and, in the years since then has created and/or operated more than 30 brands, including now publicly traded Shake Shack, more than 20 restaurants and bars, and a catering and events, venue management and consulting business. The company is also involved in specialty engagements and hospitality workshops that it conducts for clients in a wide variety of industries. In addition, USHG is affiliated with Enlightened Hospitality Investments, a growth equity investment platform. USHG, directly and through its affiliates, has investments that span myriad industry sectors, including restaurants, food and beverage, consumer brands, online marketplaces, software and Internet. (Note: USHG Acquisition priced its SPAC IPO on Feb. 24, 2021, in line with the terms in its prospectus: 25 million units at $10 each to raise $250 million.)",BLANK CHECKS,0,2020,Contact Information,"853 Broadway 17th Floor New York, NY 10003",(212) 228-3585,,USHG Acquisition Corp.,Financial Information,$319.34mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,HUGSU,NYSE,25.0,$10.00 - $10.00,$250.0 mil,Goldman Sachs/Piper Sandler,-,2/25/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to capitalize on the ability of our management team to identify, acquire and manage a business that can benefit from the unique operational, financial and investing acumen that members of our sponsor and management team have, particularly in gaming, but also across related areas within the broader digital media, creator economy, entertainment, and technology landscape. (Incorporated in the Cayman Islands) We believe our sponsor’s extensive experience in acquiring, operating and managing businesses in our areas of focus, combined with the vast networks each of United Talent Agency, LLC (“UTA”), our management and Connaught has with leading entrepreneurs, content creators, developers, operating executives, investors and financial intermediaries will enable us to source compelling investment opportunities and succeed in consummating an initial business combination. Furthermore, we believe that our management team’s extensive track record and operational capabilities in our areas of focus will position us to drive attractive long-term returns for our shareholders. UTA is one of the world’s preeminent talent, entertainment and athlete representation companies. UTA is home to many of the most experienced agents and executives in the entertainment industry and beyond, with deep expertise in a broad range of complementary disciplines. UTA’s clients include acclaimed figures across movies, television, music, sports, news and broadcasting, theater, fine arts, publishing, video games, esports, podcasts, and other social and digital content. UTA is where scripts find buyers, groundbreaking films find financing, new TV series are launched, and new companies are born. Founded in 1991 and based in Beverly Hills, UTA today also has offices in New York, Nashville, Miami, and London with more than 1,000 employees, including nearly 500 agents. Its more than 80 partners represent a diverse group of leaders from across its businesses and divisions. UTA has attracted investment from leading private equity firm Investcorp and Canadian pension fund PSP Investments, as well as Jeffrey Ubben, founder of ValueAct Capital. (Note: UTA Acquisition Corp. priced its SPAC IPO on Dec. 1, 2021, in line with the terms in its prospectus: 20 million units at $10 each to raise $200 million.)",BLANK CHECKS,0,2021,Contact Information,"135 5th Avenue, 7th Floor New York, NY, 10010",(917) 781-1679,,UTA Acquisition Corp.,Financial Information,$250.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,UTAAU,NASDAQ,20.0,$10.00 - $10.00,$200.0 mil,Credit Suisse,-,12/2/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are committed to providing cost-effective mobile devices to consumers globally and to helping low-income individuals from established markets, including the United States, and emerging markets, including India and countries in South Asia and Africa, have better access to updated mobile technology. (Incorporated in the Cayman Islands) We are mainly engaged in the design, development, production, sales and brand operation of mobile phones, accessories and related consumer electronics. We primarily cover two product categories: 13 types of smartphones and 11 types of feature phones. We believe our products are comparable in quality to the large brands and are also price competitive. We believe we fit the needs of low-to-mid income groups of many developing countries and we believe we avoid the vicious competition from large international brands. We also provide Electronics Manufacturing Services (“EMS”), including Original Equipment Manufacturer (“OEM”) and Original Design Manufacturer (“ODM”) services, for well-known brands, such as TCL Communication Technology Holdings, Ltd., a subsidiary of TCL Corporation, and Haier Electronics Group Co., Ltd., a subsidiary of Haier Group Corp. Our operations are based in China whereas most of our products are sold globally, including India, Brazil, the United States, and other emerging markets in South Asia and Africa as well as Europe. We have two in-house brands, “UTime,” which is known as our middle to high-end label and targets middle-class consumers from emerging markets, and “Do,” as our low- to mid-end brand, is positioned to the majority of grassroots consumers and price-sensitive consumers in emerging markets. Our prime end user groups are segmented into regions like South America, South Asia, Southeast Asia and Africa.",Electronic & Other Electrical Equipment (No Computer Equipment),307,2018,Contact Information,"7th Floor, Building 5A Shenzhen Software Industry Base, Nanshan District Shenzhen, People’s Republic of China 518061",+86 755 86512266,http://www.utimemobile.com,UTime Limited,Financial Information,$33.1mil,$27.25 mil (last 12 months),$-3.06 mil (last 12 months),IPO Profile,UTME,NASDAQ,3.8,$4.00 - $4.00,$15.0 mil,Boustead Securities/ Brilliant Norton Securities Company Limited/ Fosun Hani Securities Ltd.,-,4/6/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"Our efforts to identify a prospective target business will not be limited to a particular industry or geographic location but will initially focus in Asia and North America. However, we believe we are particularly well-positioned to capitalize on growing opportunities created by technology developments in serverless and decentralized computing and file storage, IOT data analysis, and other internet service industries, or other industries meeting our business strategy. Serverless and Decentralized computing and file storage is a computing and file storing execution model in which the computing or file storage do not require a central server to function. IOT, or internet of things, is a system of interrelated computing devices with the ability to transfer data over a network.",BLANK CHECKS,0,2019,Contact Information,"203 N LaSalle St., #2100, Chicago, IL 60601, US",(713) 505 3208,,UTXO Acquisition,Financial Information,$64.7mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,UTXOU,NASDAQ,5.0,$10.00 - $10.00,$50.0 mil,"Univest Securities, LLC",-,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
